2022-07-20,05:12,21:18,7.2,3719.2,25.0,Mostly cloudy w/ showers,71,25.7,4,67,67,13.0,NNW
2022-07-21,05:13,21:17,4.5,3702.6,24.4,Mostly cloudy,71,25.2,6,5,5,13.0,NE
2022-07-22,05:14,21:15,5.0,3613.3,23.0,Mostly cloudy w/ showers,73,22.9,4,80,80,11.1,ENE
2022-07-23,05:16,21:14,9.6,5043.6,26.5,Intermittent clouds,48,27.3,7,8,8,16.7,SW
2022-07-24,05:17,21:13,13.2,7085.4,26.7,Sunny,0,26.9,7,1,1,18.5,SSW
2022-07-25,05:19,21:11,3.5,3066.3,22.9,Mostly cloudy,81,21.2,3,49,49,22.2,WSW
2022-07-26,05:20,21:10,4.8,3113.3,20.4,Mostly cloudy,76,19.9,2,9,9,18.5,NNW
2022-07-27,05:22,21:08,5.5,3646.3,22.2,Intermittent clouds,68,23.3,3,10,10,9.3,WSW
2022-07-28,05:23,21:07,5.5,3205.0,22.4,Mostly cloudy,77,21.7,5,9,9,14.8,ESE
2022-07-29,05:25,21:05,6.7,4073.8,24.3,Intermittent clouds,60,26.5,7,25,25,9.3,NNE
2022-07-31,05:28,21:02,4.2,3499.9,23.6,Partly sunny w/ showers,70,22.8,3,70,70,20.4,WNW
2022-08-01,05:29,21:00,1.8,2393.5,23.0,Showers,91,20.4,1,71,71,14.8,WSW
2022-08-02,05:31,20:59,5.7,3171.3,23.9,Mostly cloudy,76,23.6,2,25,25,24.1,SW
2022-08-04,05:34,20:55,8.7,4320.0,20.2,Intermittent clouds,55,21.0,6,4,4,22.2,NNW
2022-08-05,05:36,20:53,10.7,4760.6,20.2,Partly sunny,38,21.4,5,1,1,13.0,NNW
2022-08-06,05:37,20:52,9.6,4455.3,22.3,Partly sunny,45,23.4,5,17,17,13.0,N
2022-08-07,05:39,20:50,8.7,4553.3,23.4,Partly sunny,40,23.8,5,5,5,11.1,N
2022-08-08,05:40,20:48,12.5,5400.0,26.0,Mostly sunny,21,28.3,6,6,6,11.1,N
2022-08-10,05:44,20:44,13.7,5758.8,29.8,Mostly sunny,11,31.3,6,1,1,11.1,WNW
2022-08-11,05:45,20:42,13.6,5707.4,31.9,Mostly sunny,11,32.3,6,1,1,14.8,E
2022-08-12,05:47,20:40,12.3,5651.5,33.5,Mostly sunny,11,33.8,6,1,1,14.8,NE
2022-08-13,05:48,20:38,9.5,4268.6,33.7,Hot,42,34.7,6,2,2,13.0,ENE
2022-08-23,06:05,20:17,2.1,1927.5,24.7,Mostly cloudy,92,23.6,1,25,25,14.8,SW
2022-08-24,06:06,20:15,5.7,2756.3,24.0,Intermittent clouds,70,22.9,2,25,25,18.5,SW
2022-08-25,06:08,20:13,11.3,4570.5,23.0,Mostly sunny,15,24.5,5,1,1,11.1,NW
2022-08-26,06:10,20:11,6.4,3080.9,22.6,Intermittent clouds,55,22.9,4,25,25,9.3,NW
2022-08-27,06:11,20:09,8.0,3467.8,22.6,Intermittent clouds,47,25.0,5,2,2,9.3,N
2022-08-28,06:13,20:06,4.5,2413.1,24.2,Mostly cloudy,76,25.8,4,4,4,9.3,E
2022-08-29,06:15,20:04,7.8,3713.8,23.5,Partly sunny,44,23.6,5,5,5,16.7,ENE
2022-08-31,06:18,20:00,5.9,2590.0,22.0,Intermittent clouds,70,20.8,3,3,3,20.4,ENE
2022-09-01,06:20,19:57,5.1,2660.2,23.3,Intermittent clouds,68,22.8,4,25,25,14.8,E
2022-09-02,06:21,19:55,3.8,2175.5,23.9,Mostly cloudy,82,24.0,3,23,23,16.7,E
2022-09-03,06:23,19:53,2.0,1672.9,22.6,Showers,95,21.5,2,91,91,13.0,S
2022-09-04,06:25,19:50,1.9,1498.3,21.4,Rain,99,19.8,1,91,91,24.1,S
2022-09-05,06:26,19:48,4.4,2129.2,21.2,Showers,79,21.2,3,81,81,18.5,S
2022-09-06,06:28,19:46,4.3,2251.4,21.5,Mostly cloudy w/ t-storms,72,21.7,3,84,84,16.7,S
2022-09-07,06:29,19:44,1.6,1513.4,21.2,Cloudy,96,20.5,2,46,46,14.8,SSE
2022-09-08,06:31,19:41,2.2,1676.6,19.7,Rain,88,18.0,2,89,89,16.7,SSW
2022-09-09,06:33,19:39,2.1,1584.9,20.6,Mostly cloudy,87,18.6,1,40,40,16.7,NNW
2022-09-10,06:34,19:37,3.5,1926.1,20.8,Mostly cloudy,81,20.6,3,64,64,13.0,NNW
2022-09-11,06:36,19:34,4.2,2230.8,20.7,Partly sunny w/ showers,70,19.7,2,71,71,14.8,SE
